name, description, effectValue, effectValue2
【錬金術の予防薬 Lv3】, , 0, 0
ドラゴン特効 Lv1, ドラゴンに与えるダメージがアップ, 0.4, 0
ドラゴン特効 Lv2, ドラゴンに与えるダメージがアップ, 0.5, 0
ドラゴン特効 Lv3, ドラゴンに与えるダメージがアップ, 0.6, 0
ドラゴン特効 Lv4, ドラゴンに与えるダメージがアップ, 0.7, 0
ドラゴン特効 Lv5, ドラゴンに与えるダメージがアップ, 0.8, 0
ドラゴン特効EV, ドラゴンに与えるダメージがアップ, 0.2, 0
SPリジェネ Lv1, 自分の行動終了時にSPが一定量回復, 0.1, 0
SPリジェネ Lv2, 自分の行動終了時にSPが一定量回復, 0.15, 0
SPリジェネ Lv3, 自分の行動終了時にSPが一定量回復, 0.2, 0
SPリジェネ Lv4, 自分の行動終了時にSPが一定量回復, 0.25, 0
SPリジェネ Lv5, 自分の行動終了時にSPが一定量回復, 0.3, 0
迎春万歳 Lv1, 戦闘開始時に一定時間、味方全体の魔法攻撃力を上げる, 0, 0
迎春万歳 Lv2, 戦闘開始時に一定時間、味方全体の魔法攻撃力を上げる, 0, 0
迎春万歳 Lv3, 戦闘開始時に一定時間、味方全体の魔法攻撃力を上げる, 0, 0
迎春万歳 Lv4, 戦闘開始時に一定時間、味方全体の魔法攻撃力を上げる, 0, 0
迎春万歳 Lv5, 戦闘開始時に一定時間、味方全体の魔法攻撃力を上げる, 0, 0
【杖】錬金術士の杖術 Lv1, 杖を装備すると、魔法攻撃力と魔法防御力が上がる。, 0, 0
【【杖】錬金術士の杖術 Lv1】, , 20, 0
【【杖】錬金術士の杖術 Lv1】, , 5, 0
【杖】錬金術士の杖術 Lv2, 杖を装備すると、魔法攻撃力と魔法防御力が上がる。, 0, 0
【【杖】錬金術士の杖術 Lv2】, , 30, 0
【【杖】錬金術士の杖術 Lv2】, , 10, 0
【杖】錬金術士の杖術 Lv3, 杖を装備すると、魔法攻撃力と魔法防御力が上がる。, 0, 0
【【杖】錬金術士の杖術 L3】, , 40, 0
【【杖】錬金術士の杖術 L3】, , 15, 0
【杖】錬金術士の杖術 Lv4, 杖を装備すると、魔法攻撃力と魔法防御力が上がる。, 0, 0
【【杖】錬金術士の杖術 L4】, , 50, 0
【【杖】錬金術士の杖術 L4】, , 20, 0
【杖】錬金術士の杖術 Lv5, 杖を装備すると、魔法攻撃力と魔法防御力が上がる。, 0, 0
【【杖】錬金術士の杖術 L5】, , 60, 0
【【杖】錬金術士の杖術 L5】, , 25, 0
【片手剣】錬金術士の剣術 Lv1, 片手剣を装備すると、物理攻撃力と物理防御力が上がる。, 0, 0
【【片手剣】錬金術士の剣術 Lv1】, , 20, 0
【【片手剣】錬金術士の剣術 Lv1】, , 5, 0
【片手剣】錬金術士の剣術 Lv2, 片手剣を装備すると、物理攻撃力と物理防御力が上がる。, 0, 0
【【片手剣】錬金術士の剣術 Lv2】, , 30, 0
【【片手剣】錬金術士の剣術 Lv2】, , 10, 0
【片手剣】錬金術士の剣術 Lv3, 片手剣を装備すると、物理攻撃力と物理防御力が上がる。, 0, 0
【【片手剣】錬金術士の剣術 Lv3】, , 40, 0
【【片手剣】錬金術士の剣術 Lv3】, , 15, 0
【片手剣】錬金術士の剣術 Lv4, 片手剣を装備すると、物理攻撃力と物理防御力が上がる。, 0, 0
【【片手剣】錬金術士の剣術 Lv4】, , 50, 0
【【片手剣】錬金術士の剣術 Lv4】, , 20, 0
【片手剣】錬金術士の剣術 Lv5, 片手剣を装備すると、物理攻撃力と物理防御力が上がる。, 0, 0
【【片手剣】錬金術士の剣術 Lv5】, , 60, 0
【【片手剣】錬金術士の剣術 Lv5】, , 25, 0
毒耐性　Lv1, 毒にかかりにくくなる。, 0.05, 0
毒耐性　Lv2, 毒にかかりにくくなる。, 0.1, 0
毒耐性　Lv3, 毒にかかりにくくなる。, 0.15, 0
火傷耐性　Lv1, 火傷にかかりにくくなる。, 0.05, 0
火傷耐性　Lv2, 火傷にかかりにくくなる。, 0.1, 0
火傷耐性　Lv3, 火傷にかかりにくくなる。, 0.15, 0
大器晩成 Lv1, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.3, 0
大器晩成 Lv2, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.35, 0
大器晩成 Lv3, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.4, 0
大器晩成 Lv4, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.45, 0
大器晩成 Lv5, ターン経過で攻撃力が上昇する。最大値まで上がるとそれ以上は上昇しない。, 0.5, 0
騎士道の教え Lv1, 瀕死の味方が攻撃される際に一定確率で代わりに攻撃を受け、さらにそのダメージを軽減する。, 0, 0
【騎士道の教え Lv1】, , 0.3, 0
【騎士道の教え Lv1】, , 0.2, 0
騎士道の教え Lv2, 瀕死の味方が攻撃される際に一定確率で代わりに攻撃を受け、さらにそのダメージを軽減する。, 0, 0
【騎士道の教え Lv1】, , 0.4, 0
【騎士道の教え Lv1】, , 0.2, 0
騎士道の教え Lv3, 瀕死の味方が攻撃される際に一定確率で代わりに攻撃を受け、さらにそのダメージを軽減する。, 0, 0
【騎士道の教え Lv3】, , 0.5, 0
【騎士道の教え Lv3】, , 0.2, 0
騎士道の教え Lv4, 瀕死の味方が攻撃される際に一定確率で代わりに攻撃を受け、さらにそのダメージを軽減する。, 0, 0
【騎士道の教え Lv4】, , 0.6, 0
【騎士道の教え Lv4】, , 0.2, 0
騎士道の教え Lv5, 瀕死の味方が攻撃される際に一定確率で代わりに攻撃を受け、さらにそのダメージを軽減する。, 0, 0
【騎士道の教え Lv5】, , 0.7, 0
【騎士道の教え Lv5】, , 0.2, 0
内なる炎 Lv1, 自身のHPが半分以下のとき、クリティカル率と与ダメージが上がる。, 0, 0
【内なる炎 Lv1】, , 10, 0
【内なる炎 Lv1】, , 0.1, 0
内なる炎 Lv2, 自身のHPが半分以下のとき、クリティカル率と与ダメージが上がる。, 0, 0
【内なる炎 Lv2】, , 15, 0
【内なる炎 Lv2】, , 0.15, 0
内なる炎 Lv3, 自身のHPが半分以下のとき、クリティカル率と与ダメージが上がる。, 0, 0
【内なる炎 Lv3】, , 20, 0
【内なる炎 Lv3】, , 0.2, 0
内なる炎 Lv4, 自身のHPが半分以下のとき、クリティカル率と与ダメージが上がる。, 0, 0
【内なる炎 Lv4】, , 25, 0
【内なる炎 Lv4】, , 0.25, 0
内なる炎 Lv5, 自身のHPが半分以下のとき、クリティカル率と与ダメージが上がる。, 0, 0
【内なる炎 Lv5】, , 30, 0
【内なる炎 Lv5】, , 0.3, 0
【片手剣】騎士道の極み Lv1, 片手剣を装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【片手剣】騎士道の極み Lv1】, , 20, 0
【【片手剣】騎士道の極み Lv1】, , 4, 0
【片手剣】騎士道の極み Lv2, 片手剣を装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【片手剣】騎士道の極み Lv2】, , 30, 0
【【片手剣】騎士道の極み Lv2】, , 8, 0
【片手剣】騎士道の極み Lv3, 片手剣を装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【片手剣】騎士道の極み Lv3】, , 40, 0
【【片手剣】騎士道の極み Lv3】, , 12, 0
【片手剣】騎士道の極み Lv4, 片手剣を装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【片手剣】騎士道の極み Lv4】, , 50, 0
【【片手剣】騎士道の極み Lv4】, , 16, 0
【片手剣】騎士道の極み Lv5, 片手剣を装備すると、物理攻撃力と素早さが上昇する。, 0, 0
【【片手剣】騎士道の極み Lv5】, , 60, 0
【【片手剣】騎士道の極み Lv5】, , 20, 0
名家の誇り Lv1, 戦闘開始時に自身の物理攻撃力と素早さが上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
名家の誇り Lv2, 戦闘開始時に自身の物理攻撃力と素早さが上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
名家の誇り Lv3, 戦闘開始時に自身の物理攻撃力と素早さが上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
名家の誇り Lv4, 戦闘開始時に自身の物理攻撃力と素早さが上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
名家の誇り Lv5, 戦闘開始時に自身の物理攻撃力と素早さが上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
反射神経 Lv1, クリティカル攻撃が発生した後、一定確率で次の行動が速くなる。, 0.1, 0
反射神経 Lv2, クリティカル攻撃が発生した後、一定確率で次の行動が速くなる。, 0.15, 0
反射神経 Lv3, クリティカル攻撃が発生した後、一定確率で次の行動が速くなる。, 0.2, 0
反射神経 Lv4, クリティカル攻撃が発生した後、一定確率で次の行動が速くなる。, 0.25, 0
反射神経 Lv5, クリティカル攻撃が発生した後、一定確率で次の行動が速くなる。, 0.3, 0
アシストアタック Lv1, スキル使用時、効果が上がる。, 0.1, 0
アシストアタック Lv2, スキル使用時、効果が上がる。, 0.15, 0
アシストアタック Lv3, スキル使用時、効果が上がる。, 0.2, 0
【槍】冒険者の血筋 Lv1, 槍を装備すると、物理攻撃力とクリティカル率が上昇する。, 0, 0
【【槍】冒険者の血筋 Lv1】, , 20, 0
【【槍】冒険者の血筋 Lv1】, , 10, 0
【槍】冒険者の血筋 Lv2, 槍を装備すると、物理攻撃力とクリティカル率が上昇する。, 0, 0
【【槍】冒険者の血筋 Lv2】, , 30, 0
【【槍】冒険者の血筋 Lv2】, , 15, 0
【槍】冒険者の血筋 Lv3, 槍を装備すると、物理攻撃力とクリティカル率が上昇する。, 0, 0
【【槍】冒険者の血筋 Lv3】, , 40, 0
【【槍】冒険者の血筋 Lv3】, , 20, 0
【槍】冒険者の血筋 Lv4, 槍を装備すると、物理攻撃力とクリティカル率が上昇する。, 0, 0
【【槍】冒険者の血筋 Lv4】, , 50, 0
【【槍】冒険者の血筋 Lv4】, , 25, 0
【槍】冒険者の血筋 Lv5, 槍を装備すると、物理攻撃力とクリティカル率が上昇する。, 0, 0
【【槍】冒険者の血筋 Lv5】, , 60, 0
【【槍】冒険者の血筋 Lv5】, , 30, 0
火属性ダメージアップ Lv1, 火属性で与えるダメージが上昇する。, 0.3, 0
水属性ダメージアップ Lv1, 水属性で与えるダメージが上昇する。, 0.3, 0
風属性ダメージアップ Lv1, 風属性で与えるダメージが上昇する。, 0.3, 0
土属性ダメージアップ Lv1, 土属性で与えるダメージが上昇する。, 0.3, 0
毒無効, 毒にかからなくなる。, 0, 0
火傷無効, 火傷にかからなくなる。, 0, 0
凍結無効, 凍結にかからなくなる。, 0, 0
魅了耐性 Lv1, 魅了にかかりにくくなる。, 0, 0
魅了耐性 Lv2, 魅了にかかりにくくなる。, 0, 0
魅了耐性 Lv3, 魅了にかかりにくくなる。, 0, 0
護身の一撃 Lv1, 通常攻撃や追撃時、一定確率で敵に掛かっているバフ効果を打ち消す。(状態異常やデバフ効果はそのまま), 0.15, 0
護身の一撃 Lv2, 通常攻撃や追撃時、一定確率で敵に掛かっているバフ効果を打ち消す。(状態異常やデバフ効果はそのまま), 0.3, 0
護身の一撃 Lv3, 通常攻撃や追撃時、一定確率で敵に掛かっているバフ効果を打ち消す。(状態異常やデバフ効果はそのまま), 0.45, 0
護身の一撃 Lv4, 通常攻撃や追撃時、一定確率で敵に掛かっているバフ効果を打ち消す。(状態異常やデバフ効果はそのまま), 0.6, 0
護身の一撃 Lv5, 通常攻撃や追撃時、一定確率で敵に掛かっているバフ効果を打ち消す。(状態異常やデバフ効果はそのまま), 0.75, 0
七色のコーデックス Lv1, 仲間が攻撃した後、一定確率で追撃し、さらに一定時間、物理防御を下げる。, 0, 0
【七色のコーデックス Lv1】, , 0.1, 0
【七色のコーデックス Lv1】, , 0, 0
七色のコーデックス Lv2, 仲間が攻撃した後、一定確率で追撃し、さらに一定時間、物理防御を下げる。, 0, 0
【七色のコーデックス Lv2】, , 0.15, 0
【七色のコーデックス Lv2】, , 0, 0
七色のコーデックス Lv3, 仲間が攻撃した後、一定確率で追撃し、さらに一定時間、物理防御を下げる。, 0, 0
